MiniApp,API,GroundTruth,MiniDroid,TaintMini,GroundTruth_Pages,MiniDroid_Pages,TaintMini_Pages
wx88e5ee1e4546b7ec,wx.getUserInfo,4,4,4,"['pages/customIndex/index', 'pages/dataIndex/index', 'pages/index/index', 'pages/meetingDetail/index']","['pages/customIndex/index', 'pages/dataIndex/index', 'pages/index/index', 'pages/meetingDetail/index']","['meetingDetail/index', 'customIndex/index', 'dataIndex/index', 'index/index']"
wx88e5ee1e4546b7ec,wx.saveImageToPhotosAlbum,1,1,1,['pages/postersShare/index'],['pages/postersShare/index'],['postersShare/index']
wx7e4ba3a80bada941,wx.saveImageToPhotosAlbum,1,1,1,['pages/article/article'],['pages/article/article'],['article/article']
wx9b970bb9a32363a3,wx.getUserInfo,5,3,3,"['pages/comment-detail/comment-detail', 'pages/message-detail/message-detail', 'pages/poster-detail/poster-detail', 'pages/poster/poster', 'pages/group-buy-detail/group-buy-detail']","['pages/message-detail/message-detail', 'pages/poster-detail/poster-detail', 'pages/group-buy-detail/group-buy-detail']","['poster-detail/poster-detail', 'message-detail/message-detail', 'group-buy-detail/group-buy-detail']"
wx9b970bb9a32363a3,wx.chooseVideo,1,1,1,['pages/comment-operation/comment-operation'],['pages/comment-operation/comment-operation'],['comment-operation/comment-operation']
wx9b970bb9a32363a3,wx.saveVideoToPhotosAlbum,6,5,0,"['pages/index/index', 'pages/miniV/miniV', 'pages/comment-list/comment-list', 'pages/comment-detail/comment-detail', 'pages/growth-record/growth-record', 'pages/growth-detail/growth-detail']","['pages/index/index', 'pages/miniV/miniV', 'pages/comment-list/comment-list', 'pages/growth-record/growth-record', 'pages/growth-detail/growth-detail']",[]
wx9b970bb9a32363a3,wx.saveImageToPhotosAlbum,9,9,0,"['pages/index/index', 'pages/comment-image/comment-image', 'pages/message-image/message-image', 'pages/enroll-finish/enroll-finish', 'pages/poster-image/poster-image', 'pages/group-buy-image/group-buy-image', 'pages/referral-image/referral-image', 'pages/growth-record/growth-record', 'pages/growth-detail/growth-detail']","['pages/index/index', 'pages/comment-image/comment-image', 'pages/message-image/message-image', 'pages/enroll-finish/enroll-finish', 'pages/poster-image/poster-image', 'pages/group-buy-image/group-buy-image', 'pages/referral-image/referral-image', 'pages/growth-record/growth-record', 'pages/growth-detail/growth-detail']",[]
wx9b970bb9a32363a3,wx.getUserProfile,5,3,3,"['pages/comment-detail/comment-detail', 'pages/message-detail/message-detail', 'pages/poster-detail/poster-detail', 'pages/poster/poster', 'pages/group-buy-detail/group-buy-detail']","['pages/message-detail/message-detail', 'pages/poster-detail/poster-detail', 'pages/group-buy-detail/group-buy-detail']","['poster-detail/poster-detail', 'message-detail/message-detail', 'group-buy-detail/group-buy-detail']"
wx9b970bb9a32363a3,wx.chooseImage,4,4,4,"['pages/index/index', 'pages/comment-operation/comment-operation', 'pages/group-buy-form/group-buy-form', 'pages/poster-detail-form/poster-detail-form']","['pages/index/index', 'pages/comment-operation/comment-operation', 'pages/group-buy-form/group-buy-form', 'pages/poster-detail-form/poster-detail-form']","['group-buy-form/group-buy-form', 'index/index', 'comment-operation/comment-operation', 'poster-detail-form/poster-detail-form']"
wxad2e9789b5076244,wx.chooseInvoice,2,0,0,"['pages/submit-order/submit-order', 'pages/bill/apply/apply']",[],[]
wxad2e9789b5076244,wx.getUserInfo,3,3,3,"['pages/user/user', 'pages/binding-phone/binding-phone', 'pages/gift-coupon/gift-coupon']","['pages/user/user', 'pages/binding-phone/binding-phone', 'pages/gift-coupon/gift-coupon']","['gift-coupon/gift-coupon', 'user/user', 'binding-phone/binding-phone']"
wxad2e9789b5076244,wx.chooseInvoiceTitle,2,1,1,"['pages/submit-order/submit-order', 'pages/bill/apply/apply']",['pages/bill/apply/apply'],['bill/apply/apply']
wxad2e9789b5076244,wx.saveImageToPhotosAlbum,3,2,0,"['pages/prod/prod', 'components/template/spreadsharecode/spreadsharecode', 'pages/sale-list/view/view']","['pages/prod/prod', 'pages/sale-list/view/view']",[]
wx7f12d9e7661eb99b,wx.chooseAddress,1,1,1,['pages/my/address'],['pages/my/address'],['my/address']
wx7f12d9e7661eb99b,wx.saveImageToPhotosAlbum,1,1,1,['pages/good/nineShare'],['pages/good/nineShare'],['good/nineShare']
wx88703a7be7f52af6,wx.getLocation,1,1,1,['pages/order/store/index'],['pages/order/store/index'],['order/store/index']
wx88703a7be7f52af6,wx.chooseAddress,3,3,2,"['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['member/address/index', 'member/address/select']"
wx88703a7be7f52af6,wx.saveImageToPhotosAlbum,1,1,2,['pages/goods/poster/poster'],['pages/goods/poster/poster'],"['goods/detail/poster/poster', 'goods/poster/poster']"
wx94453ac9e8af894a,wx.getLocation,1,0,0,['app'],[],[]
wx94453ac9e8af894a,wx.chooseImage,3,3,3,"['pages/index/index', 'pages/familyface/familyface', 'pages/upphoto/upphoto']","['pages/index/index', 'pages/familyface/familyface', 'pages/upphoto/upphoto']","['index/index', 'upphoto/upphoto', 'familyface/familyface']"
wx94453ac9e8af894a,wx.getUserInfo,4,3,4,"['pages/index/index', 'pages/index2/index', 'pages/my/my', 'app']","['pages/index/index', 'pages/index2/index', 'pages/my/my']","['index_bak/index', 'index/index', 'my/my', 'index2/index']"
wx94453ac9e8af894a,wx.createCameraContext,2,2,0,"['pages/index/index', 'pages/upphoto/upphoto']","['pages/index/index', 'pages/upphoto/upphoto']",[]
wxaa2f9004d0318568,wx.getUserInfo,2,2,2,"['pages/index/index', 'pages/personalCenter/personalCenter']","['pages/index/index', 'pages/personalCenter/personalCenter']","['index/index', 'personalCenter/personalCenter']"
wxaa2f9004d0318568,wx.getUserProfile,1,1,1,['pages/impower/impower'],['pages/impower/impower'],['impower/impower']
wxaa2f9004d0318568,wx.getLocation,1,1,1,['pages/index/index'],['pages/index/index'],['index/index']
wxaa2f9004d0318568,wx.chooseImage,1,1,1,['pages/repair/repair'],['pages/repair/repair'],['repair/repair']
wx4b7fbaa1c41967fe,wx.getUserInfo,4,4,6,"['pages/mine/mine', 'pages/login/login', 'pages/phone/phone', 'pages/plantlist/plantlist']","['pages/mine/mine', 'pages/login/login', 'pages/phone/phone', 'pages/plantlist/plantlist']","['login/login', 'plantlist/plantlist', 'mine/mine', 'active/active', 'phone/phone', 'bornshare/bornshare']"
wx4b7fbaa1c41967fe,wx.saveImageToPhotosAlbum,2,2,0,"['pages/contactus/contactus', 'pages/yiqingxiaoqudetail/yiqingxiaoqudetail']","['pages/contactus/contactus', 'pages/yiqingxiaoqudetail/yiqingxiaoqudetail']",[]
wx4b7fbaa1c41967fe,wx.getUserProfile,20,19,19,"['pages/index/index', 'pages/mine/mine', 'pages/postvc4/postvc4', 'pages/postvc5/postvc5', 'pages/shequfuwuvc/shequfuwuvc', 'pages/tenminutsvc/tenminutsvc', 'pages/borndetail/borndetail', 'pages/regestphone/regestphone', 'pages/indexsub/indexsub', 'pages/booklist/booklist', 'pages/activedetail/activedetail', 'pages/fulivc/fulivc', 'pages/fulijoin/fulijoin', 'pages/healthvc/healthvc', 'pages/shenfenma/shenfenma', 'pages/myfamilyapply/myfamilyapply', 'pages/myfamilyshow/myfamilyshow', 'pages/radiogroupjoin/radiogroupjoin', 'pages/posttoaddlist/posttoaddlist', 'app']","['pages/index/index', 'pages/mine/mine', 'pages/postvc4/postvc4', 'pages/postvc5/postvc5', 'pages/shequfuwuvc/shequfuwuvc', 'pages/tenminutsvc/tenminutsvc', 'pages/borndetail/borndetail', 'pages/regestphone/regestphone', 'pages/indexsub/indexsub', 'pages/booklist/booklist', 'pages/activedetail/activedetail', 'pages/fulivc/fulivc', 'pages/fulijoin/fulijoin', 'pages/healthvc/healthvc', 'pages/shenfenma/shenfenma', 'pages/myfamilyapply/myfamilyapply', 'pages/myfamilyshow/myfamilyshow', 'pages/radiogroupjoin/radiogroupjoin', 'pages/posttoaddlist/posttoaddlist']","['tenminutsvc/tenminutsvc', 'activedetail/activedetail', 'postvc5/postvc5', 'regestphone/regestphone', 'indexsub/indexsub', 'postvc4/postvc4', 'posttoaddlist/posttoaddlist', 'booklist/booklist', 'fulivc/fulivc', 'myfamilyapply/myfamilyapply', 'index/index', 'shequfuwuvc/shequfuwuvc', 'myfamilyshow/myfamilyshow', 'fulijoin/fulijoin', 'shenfenma/shenfenma', 'radiogroupjoin/radiogroupjoin', 'mine/mine', 'healthvc/healthvc', 'borndetail/borndetail']"
wx4b7fbaa1c41967fe,wx.getLocation,6,6,5,"['pages/tenminutsvc/tenminutsvc', 'pages/booklist/booklist', 'pages/bookdetail/bookdetail', 'pages/booklibrarylist/booklibrarylist', 'pages/booklibrarydetail/booklibrarydetail', 'pages/booklibrarysearch/booklibrarysearch']","['pages/tenminutsvc/tenminutsvc', 'pages/booklist/booklist', 'pages/bookdetail/bookdetail', 'pages/booklibrarylist/booklibrarylist', 'pages/booklibrarydetail/booklibrarydetail', 'pages/booklibrarysearch/booklibrarysearch']","['tenminutsvc/tenminutsvc', 'booklibrarydetail/booklibrarydetail', 'booklist/booklist', 'booklibrarysearch/booklibrarysearch', 'booklibrarylist/booklibrarylist']"
wx4b7fbaa1c41967fe,wx.chooseImage,10,10,10,"['pages/chatvc/chatvc', 'pages/postvc4/postvc4', 'pages/postvc5/postvc5', 'pages/personpicvc/personpicvc', 'pages/amadetail/amadetail', 'pages/amasubdetail/amasubdetail', 'pages/replyama/replyama', 'pages/olderauthepic/olderauthepic', 'pages/onechildauthepic/onechildauthepic', 'pages/socialpic/socialpic']","['pages/chatvc/chatvc', 'pages/postvc4/postvc4', 'pages/postvc5/postvc5', 'pages/personpicvc/personpicvc', 'pages/amadetail/amadetail', 'pages/amasubdetail/amasubdetail', 'pages/replyama/replyama', 'pages/olderauthepic/olderauthepic', 'pages/onechildauthepic/onechildauthepic', 'pages/socialpic/socialpic']","['postvc5/postvc5', 'amadetail/amadetail', 'personpicvc/personpicvc', 'amasubdetail/amasubdetail', 'socialpic/socialpic', 'onechildauthepic/onechildauthepic', 'postvc4/postvc4', 'olderauthepic/olderauthepic', 'replyama/replyama', 'chatvc/chatvc']"
wx4b7fbaa1c41967fe,wx.chooseLocation,3,3,3,"['pages/postvc4/postvc4', 'pages/postvc5/postvc5', 'pages/replyama/replyama']","['pages/postvc4/postvc4', 'pages/postvc5/postvc5', 'pages/replyama/replyama']","['replyama/replyama', 'postvc4/postvc4', 'postvc5/postvc5']"
wx984409fff19af0c6,wx.getLocation,4,4,3,"['pages/store/store', 'pages/purchase/purchase', 'pages/purchase/purchase_info/purchase_info', 'pages/address/address_edit/address_edit']","['pages/store/store', 'pages/purchase/purchase', 'pages/purchase/purchase_info/purchase_info', 'pages/address/address_edit/address_edit']","['address/address_edit/address_edit', 'store/store', 'purchase/purchase_info/purchase_info']"
wx984409fff19af0c6,wx.chooseImage,1,0,0,['pages/member/member_infor/member_infor'],[],[]
wx984409fff19af0c6,wx.getUserInfo,1,0,0,['app'],[],[]
wx984409fff19af0c6,wx.chooseAddress,2,2,2,"['pages/purchase/purchase_info/purchase_info', 'pages/address/address']","['pages/purchase/purchase_info/purchase_info', 'pages/address/address']","['purchase/purchase_info/purchase_info', 'address/address']"
wx984409fff19af0c6,wx.getUserProfile,2,2,2,"['pages/member/member', 'pages/member/register/register']","['pages/member/member', 'pages/member/register/register']","['member/register/register', 'member/member']"
wx4e1b2aca85a4de6d,wx.getLocation,2,2,2,"['pages/index/index', 'pages/home/home3']","['pages/index/index', 'pages/home/home3']","['index/index', 'home/home3']"
wx4e1b2aca85a4de6d,wx.getUserProfile,1,1,1,['pages/my/my'],['pages/my/my'],['my/my']
wx77adf24d6dc6002f,wx.getLocation,1,1,1,['pages/order/store/index'],['pages/order/store/index'],['order/store/index']
wx77adf24d6dc6002f,wx.chooseAddress,3,3,2,"['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['member/address/index', 'member/address/select']"
wx77adf24d6dc6002f,wx.saveImageToPhotosAlbum,1,1,2,['pages/goods/poster/poster'],['pages/goods/poster/poster'],"['goods/detail/poster/poster', 'goods/poster/poster']"
wxa31a932560e21c6e,wx.getLocation,1,1,1,['pages/feed/feed'],['pages/feed/feed'],['feed/feed']
wxa31a932560e21c6e,wx.chooseImage,7,7,1,"['pages/myad/myad', 'pages/usergoods/goods/goods', 'pages/complain/complain', 'pages/myad/editinfo/editinfo', 'pages/usergoods/addgoods/addgoods', 'pages/myad/userphoto/userphoto', 'pages/myad/addlive/addlive']","['pages/myad/myad', 'pages/usergoods/goods/goods', 'pages/complain/complain', 'pages/myad/editinfo/editinfo', 'pages/usergoods/addgoods/addgoods', 'pages/myad/userphoto/userphoto', 'pages/myad/addlive/addlive']",['complain/complain']
wxa31a932560e21c6e,wx.chooseAddress,2,2,2,"['pages/usergoods/address/address', 'pages/pointmall/goodsdetail/goodsdetail']","['pages/usergoods/address/address', 'pages/pointmall/goodsdetail/goodsdetail']","['pointmall/goodsdetail/goodsdetail', 'usergoods/address/address']"
wxa31a932560e21c6e,wx.saveImageToPhotosAlbum,3,3,0,"['pages/feed/feed', 'pages/play/play', 'pages/myad/mylive/mylive']","['pages/feed/feed', 'pages/play/play', 'pages/myad/mylive/mylive']",[]
wx14cf5b88e2f09f92,wx.saveVideoToPhotosAlbum,4,1,2,"['pages/shipinhao/shipinhao', '__plugin__/wxbb22134f6a3611c6/pages/home', '__plugin__/wxbb22134f6a3611c6/pages/record', '__plugin__/wxbb22134f6a3611c6/pages/help']",['pages/shipinhao/shipinhao'],"['shipinhao/shipinhao', 'goodr/goodr']"
wx14cf5b88e2f09f92,wx.saveImageToPhotosAlbum,6,3,3,"['pages/goods/goods', 'pages/goodt/goodt', 'pages/card/card', 'pages/pt/details/details', 'pages/pt/group/details', 'pages/book/details/details']","['pages/goods/goods', 'pages/goodt/goodt', 'pages/card/card']","['card/card', 'goods/goods', 'goodt/goodt']"
wx14cf5b88e2f09f92,wx.getLocation,2,2,2,"['pages/shop/shop', 'pages/book/shop/shop']","['pages/shop/shop', 'pages/book/shop/shop']","['book/shop/shop', 'shop/shop']"
wx14cf5b88e2f09f92,wx.chooseImage,6,6,6,"['pages/chats/chats', 'pages/order-refund/order-refund', 'pages/order-comment/order-comment', 'pages/pt/order-comment/order-comment', 'pages/pt/order-refund/order-refund', 'pages/book/order-comment/order-comment']","['pages/chats/chats', 'pages/order-refund/order-refund', 'pages/order-comment/order-comment', 'pages/pt/order-comment/order-comment', 'pages/pt/order-refund/order-refund', 'pages/book/order-comment/order-comment']","['chats/chats', 'pt/order-refund/order-refund', 'book/order-comment/order-comment', 'order-refund/order-refund', 'order-comment/order-comment', 'pt/order-comment/order-comment']"
wx14cf5b88e2f09f92,wx.chooseAddress,2,2,2,"['pages/address-edit/address-edit', 'pages/address-picker/address-picker']","['pages/address-edit/address-edit', 'pages/address-picker/address-picker']","['address-picker/address-picker', 'address-edit/address-edit']"
wx14cf5b88e2f09f92,wx.chooseLocation,3,3,3,"['pages/order-submit/order-submit', 'pages/pt/order-submit/order-submit', 'pages/integral-mall/order-submit/index']","['pages/order-submit/order-submit', 'pages/pt/order-submit/order-submit', 'pages/integral-mall/order-submit/index']","['integral-mall/order-submit/index', 'order-submit/order-submit', 'pt/order-submit/order-submit']"
wx94eb4215c646f0c4,wx.chooseMessageFile,1,1,1,['pages/issue/issue'],['pages/issue/issue'],['issue/issue']
wx94eb4215c646f0c4,wx.saveImageToPhotosAlbum,2,2,0,"['pages/usercenter/dashboard/index', 'pages/order/detail']","['pages/usercenter/dashboard/index', 'pages/order/detail']",[]
wx94eb4215c646f0c4,wx.getUserProfile,11,9,9,"['pages/home/dashboard/index', 'pages/usercenter/dashboard/index', 'pages/issue/issue', 'pages/detail/index', 'pages/usercenter/payorder/index', 'pages/myQuan2/detail', 'pages/order/order', 'pages/order/detail', 'pages/order/judetail', 'pages/order/yuyue', 'pages/dm/dm']","['pages/usercenter/dashboard/index', 'pages/issue/issue', 'pages/detail/index', 'pages/myQuan2/detail', 'pages/order/order', 'pages/order/detail', 'pages/order/judetail', 'pages/order/yuyue', 'pages/dm/dm']","['order/order', 'order/judetail', 'order/yuyue', 'usercenter/dashboard/index', 'myQuan2/detail', 'dm/dm', 'order/detail', 'detail/index', 'issue/issue']"
wx94eb4215c646f0c4,wx.getLocation,1,0,0,['pages/home/dashboard/index'],[],[]
wx94eb4215c646f0c4,wx.chooseImage,3,3,3,"['pages/issue/issue', 'pages/register/register', 'pages/company/infoSet']","['pages/issue/issue', 'pages/register/register', 'pages/company/infoSet']","['register/register', 'company/infoSet', 'issue/issue']"
wx94eb4215c646f0c4,wx.chooseLocation,3,3,3,"['pages/issue/issue', 'pages/company/infoSet', 'pages/company/storeSet']","['pages/issue/issue', 'pages/company/infoSet', 'pages/company/storeSet']","['company/storeSet', 'company/infoSet', 'issue/issue']"
wx759c45a8c54a72b7,wx.getLocation,1,1,1,['pages/order/store/index'],['pages/order/store/index'],['order/store/index']
wx759c45a8c54a72b7,wx.chooseAddress,3,3,3,"['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['member/address/index', 'member/address/post', 'member/address/select']"
wx759c45a8c54a72b7,wx.saveImageToPhotosAlbum,1,1,2,['pages/goods/poster/poster'],['pages/goods/poster/poster'],"['goods/detail/poster/poster', 'goods/poster/poster']"
wx9864d0b552466b20,wx.getLocation,4,4,5,"['pages/tabBar/product/index/index', 'pages/tabBar/flat/index/index', 'pages/tabBar/grouphouseTpl/index/index', 'pages/tabBar/grouphouse/index/index']","['pages/tabBar/product/index/index', 'pages/tabBar/flat/index/index', 'pages/tabBar/grouphouseTpl/index/index', 'pages/tabBar/grouphouse/index/index']","['tabBar/product/index/index', 'tabBar/grouphouse/index/index', 'tabBar/grouphouseTpl/index/index', 'grouphouseTpl/view/hotelList/hotelList', 'tabBar/flat/index/index']"
wx7e8d07681898656b,wx.chooseMessageFile,1,1,1,['pages/issue/issue'],['pages/issue/issue'],['issue/issue']
wx7e8d07681898656b,wx.saveImageToPhotosAlbum,2,2,0,"['pages/usercenter/dashboard/index', 'pages/order/detail']","['pages/usercenter/dashboard/index', 'pages/order/detail']",[]
wx7e8d07681898656b,wx.getUserProfile,11,9,9,"['pages/home/dashboard/index', 'pages/usercenter/dashboard/index', 'pages/issue/issue', 'pages/detail/index', 'pages/usercenter/payorder/index', 'pages/myQuan2/detail', 'pages/order/order', 'pages/order/detail', 'pages/order/judetail', 'pages/order/yuyue', 'pages/dm/dm']","['pages/usercenter/dashboard/index', 'pages/issue/issue', 'pages/detail/index', 'pages/myQuan2/detail', 'pages/order/order', 'pages/order/detail', 'pages/order/judetail', 'pages/order/yuyue', 'pages/dm/dm']","['order/order', 'order/judetail', 'order/yuyue', 'usercenter/dashboard/index', 'myQuan2/detail', 'dm/dm', 'order/detail', 'detail/index', 'issue/issue']"
wx7e8d07681898656b,wx.getLocation,1,0,0,['pages/home/dashboard/index'],[],[]
wx7e8d07681898656b,wx.chooseImage,3,3,3,"['pages/issue/issue', 'pages/register/register', 'pages/company/infoSet']","['pages/issue/issue', 'pages/register/register', 'pages/company/infoSet']","['register/register', 'company/infoSet', 'issue/issue']"
wx7e8d07681898656b,wx.chooseLocation,3,3,3,"['pages/issue/issue', 'pages/company/infoSet', 'pages/company/storeSet']","['pages/issue/issue', 'pages/company/infoSet', 'pages/company/storeSet']","['company/storeSet', 'company/infoSet', 'issue/issue']"
wx7fbb70a732424777,wx.getLocation,1,1,1,['pages/activity/detail/activityDetail'],['pages/activity/detail/activityDetail'],['activity/detail/activityDetail']
wx7fbb70a732424777,wx.saveImageToPhotosAlbum,4,4,0,"['pages/activity/detail/activityDetail', 'pages/news/article/article', 'pages/album/albumList/albumList', 'pages/album/albumDetail/albumDetail']","['pages/activity/detail/activityDetail', 'pages/news/article/article', 'pages/album/albumList/albumList', 'pages/album/albumDetail/albumDetail']",[]
wx7fbb70a732424777,wx.getUserProfile,6,6,6,"['pages/home/home', 'pages/mine/mine', 'pages/join/memberClaim/first/claimInfo', 'pages/join/memberApply/preface/preface', 'pages/join/memberApply/joinMember/joinMember', 'pages/join/circleApply/circleApply']","['pages/home/home', 'pages/mine/mine', 'pages/join/memberClaim/first/claimInfo', 'pages/join/memberApply/preface/preface', 'pages/join/memberApply/joinMember/joinMember', 'pages/join/circleApply/circleApply']","['join/circleApply/circleApply', 'join/memberClaim/first/claimInfo', 'mine/mine', 'join/memberApply/preface/preface', 'join/memberApply/joinMember/joinMember', 'home/home']"
wxa23dd38334a82906,wx.getLocation,1,1,1,['pages/order/store/index'],['pages/order/store/index'],['order/store/index']
wxa23dd38334a82906,wx.chooseAddress,3,3,3,"['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['member/address/index', 'member/address/post', 'member/address/select']"
wxa23dd38334a82906,wx.saveImageToPhotosAlbum,1,1,2,['pages/goods/poster/poster'],['pages/goods/poster/poster'],"['goods/detail/poster/poster', 'goods/poster/poster']"
wx881b6d478deb81b0,wx.chooseImage,1,0,0,['pages/coupleBack/coupleBack'],[],[]
wx881b6d478deb81b0,wx.getUserInfo,2,2,2,"['pages/my/my', 'pages/wxLogin/wxLogin']","['pages/my/my', 'pages/wxLogin/wxLogin']","['my/my', 'wxLogin/wxLogin']"
wx881b6d478deb81b0,wx.chooseVideo,1,0,0,['pages/coupleBack/coupleBack'],[],[]
wx881b6d478deb81b0,wx.saveImageToPhotosAlbum,2,2,2,"['pages/study/study', 'pages/finish/finish']","['pages/study/study', 'pages/finish/finish']","['finish/finish', 'study/study']"
wx881b6d478deb81b0,wx.getUserProfile,2,2,2,"['pages/my/my', 'pages/wxLogin/wxLogin']","['pages/my/my', 'pages/wxLogin/wxLogin']","['my/my', 'wxLogin/wxLogin']"
wx7f1fb706f2661a7d,wx.getLocation,6,6,6,"['pages/index/index', 'pages/flShoplist/flShoplist', 'pages/flShoplistTab/flShoplistTab', 'pages/goodslist/goodslist', 'pages/storeListTab/storeListTab', 'pages/telBook/telBook']","['pages/index/index', 'pages/flShoplist/flShoplist', 'pages/flShoplistTab/flShoplistTab', 'pages/goodslist/goodslist', 'pages/storeListTab/storeListTab', 'pages/telBook/telBook']","['goodslist/goodslist', 'flShoplistTab/flShoplistTab', 'storeListTab/storeListTab', 'telBook/telBook', 'storeList/storeList', 'flShoplist/flShoplist']"
wx7f1fb706f2661a7d,wx.chooseImage,5,4,4,"['pages/shopSettled/shopSettled', 'pages/generalForm/generalForm', 'pages/generalFormTab/generalFormTab', 'pages/payshortPage/payshortPage', 'app']","['pages/shopSettled/shopSettled', 'pages/generalForm/generalForm', 'pages/generalFormTab/generalFormTab', 'pages/payshortPage/payshortPage']","['generalFormTab/generalFormTab', 'shopSettled/shopSettled', 'generalForm/generalForm', 'payshortPage/payshortPage']"
wx7f1fb706f2661a7d,wx.getUserInfo,1,0,0,['app'],[],[]
wx7f1fb706f2661a7d,wx.chooseLocation,6,6,7,"['pages/shopSettled/shopSettled', 'pages/releaseDetail/releaseDetail', 'pages/generalForm/generalForm', 'pages/generalFormTab/generalFormTab', 'pages/storeListTab/storeListTab', 'pages/telBook/telBook']","['pages/shopSettled/shopSettled', 'pages/releaseDetail/releaseDetail', 'pages/generalForm/generalForm', 'pages/generalFormTab/generalFormTab', 'pages/storeListTab/storeListTab', 'pages/telBook/telBook']","['generalFormTab/generalFormTab', 'generalForm/generalForm', 'shopSettled/shopSettled', 'storeListTab/storeListTab', 'telBook/telBook', 'releaseDetail/releaseDetail', 'storeList/storeList']"
wx7b7e27b3afef0368,wx.getLocation,3,2,2,"['pages/index/index', 'pages/order/store/index', 'pages/changce/merch/index']","['pages/order/store/index', 'pages/changce/merch/index']","['order/store/index', 'changce/merch/index']"
wx7b7e27b3afef0368,wx.chooseAddress,3,3,3,"['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['member/address/index', 'member/address/post', 'member/address/select']"
wx7b7e27b3afef0368,wx.saveImageToPhotosAlbum,3,3,4,"['pages/commission/poster/index', 'pages/goods/poster/poster', 'pages/goods/poster/live']","['pages/commission/poster/index', 'pages/goods/poster/poster', 'pages/goods/poster/live']","['goods/detail/poster/poster', 'goods/poster/poster', 'commission/poster/index', 'goods/poster/live']"
wxa12867f7bb06a013,wx.getLocation,1,0,0,['app'],[],[]
wxa12867f7bb06a013,wx.chooseImage,8,7,7,"['pages/population/add', 'pages/property/index', 'pages/help/feedProblem', 'pages/readMeter/readMeter', 'pages/residentBusiness/transferName', 'pages/residentBusiness/pipeAlteration', 'pages/residentBusiness/modifyContactInfo', 'app']","['pages/population/add', 'pages/property/index', 'pages/help/feedProblem', 'pages/readMeter/readMeter', 'pages/residentBusiness/transferName', 'pages/residentBusiness/pipeAlteration', 'pages/residentBusiness/modifyContactInfo']","['readMeter/readMeter', 'residentBusiness/modifyContactInfo', 'residentBusiness/transferName', 'population/add', 'property/index', 'help/feedProblem', 'residentBusiness/pipeAlteration']"
wxa12867f7bb06a013,wx.getUserInfo,1,0,0,['app'],[],[]
wxa12867f7bb06a013,wx.chooseLocation,2,2,2,"['pages/account/addr', 'pages/nonresidentBusiness/openAccount']","['pages/account/addr', 'pages/nonresidentBusiness/openAccount']","['nonresidentBusiness/openAccount', 'account/addr']"
wx7a60f5dde3ebf0e0,wx.getLocation,1,1,1,['pages/feed/feed'],['pages/feed/feed'],['feed/feed']
wx7a60f5dde3ebf0e0,wx.chooseImage,7,7,1,"['pages/myad/myad', 'pages/usergoods/goods/goods', 'pages/complain/complain', 'pages/myad/editinfo/editinfo', 'pages/usergoods/addgoods/addgoods', 'pages/myad/userphoto/userphoto', 'pages/myad/addlive/addlive']","['pages/myad/myad', 'pages/usergoods/goods/goods', 'pages/complain/complain', 'pages/myad/editinfo/editinfo', 'pages/usergoods/addgoods/addgoods', 'pages/myad/userphoto/userphoto', 'pages/myad/addlive/addlive']",['complain/complain']
wx7a60f5dde3ebf0e0,wx.chooseAddress,2,2,2,"['pages/usergoods/address/address', 'pages/pointmall/goodsdetail/goodsdetail']","['pages/usergoods/address/address', 'pages/pointmall/goodsdetail/goodsdetail']","['pointmall/goodsdetail/goodsdetail', 'usergoods/address/address']"
wx7a60f5dde3ebf0e0,wx.saveImageToPhotosAlbum,3,3,0,"['pages/feed/feed', 'pages/play/play', 'pages/myad/mylive/mylive']","['pages/feed/feed', 'pages/play/play', 'pages/myad/mylive/mylive']",[]
wx7e3c3f665cd8e4e6,wx.getLocation,2,2,1,"['pages/index/index', 'pages/takefood/index']","['pages/index/index', 'pages/takefood/index']",['takefood/index']
wx8d762feb611da990,wx.chooseAddress,1,1,1,['pages/userInfo/userAddressList/userAddressList'],['pages/userInfo/userAddressList/userAddressList'],['userInfo/userAddressList/userAddressList']
wx8d762feb611da990,wx.getUserInfo,1,0,0,['app'],[],[]
wx8d762feb611da990,wx.getLocation,1,0,0,['app'],[],[]
wx4dee5123318ea54b,wx.getLocation,1,1,1,['pages/order/store/index'],['pages/order/store/index'],['order/store/index']
wx4dee5123318ea54b,wx.chooseAddress,3,3,2,"['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['member/address/index', 'member/address/select']"
wx4dee5123318ea54b,wx.saveImageToPhotosAlbum,1,1,2,['pages/goods/poster/poster'],['pages/goods/poster/poster'],"['goods/detail/poster/poster', 'goods/poster/poster']"
